"EUPH code",Name,English,Definition,Parent
7781,"parasite of","parasite of","> A parasite-host relationship where an organism benefits at the expense of another.",7773;7775
7782,"stem parasite of","stem parasite of","> A parasite-of relationship in which the host is a plant and the parasite that attaches to the host stem ([stem](https://www.ebi.ac.uk/ols4/ontologies/po/classes/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FPO_0009047?lang=en) [PO](https://www.ebi.ac.uk/ols4/ontologies/po/classes/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FPO_0009047)).",7781
7783,"root parasite of","root parasite of","> A parasite-of relationship in which the host is a plant and the parasite that attaches to the host root ([root](https://www.ebi.ac.uk/ols4/ontologies/po/classes/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FPO_0009005?lang=en) [PO](https://www.ebi.ac.uk/ols4/ontologies/po/classes/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FPO_0009005)).",7781
7784,"parasitoid of","parasitoid of","> A parasite that kills or sterilizes its host.",7781
7785,"obligate parasite of","obligate parasite of","> A sub-relation of parasite-of in which the parasite that cannot complete its life cycle without a host.",7781
7786,"mesoparasite of","mesoparasite of","> A sub-relation of parasite-of in which the parasite is partially an endoparasite and partially an ectoparasite.",7781
7787,"lays eggs in","lays eggs in","> lays eggs in",7765;7781
7788,"kleptoparasite of","kleptoparasite of","> A sub-relation of parasite of in which a parasite steals resources from another organism, usually food or nest material. ",7781
7789,"hemiparasite of","hemiparasite of","> A sub-relation of parasite-of in which the parasite is a plant, and the parasite is parasitic under natural conditions and is also photosynthetic to some degree. Hemiparasites may just obtain water and mineral nutrients from the host plant. Many obtain at least part of their organic nutrients from the host as well. ",7781
7790,"facultative parasite of","facultative parasite of","> A sub-relations of parasite-of in which the parasite that can complete its life cycle independent of a host.",7781
7791,"endoparasite of","endoparasite of","> endoparasite of",7781
7792,"ectoparasite of","ectoparasite of","> A sub-relation of parasite-of in which the parasite lives on or in the integumental system of the host.",7781
7793,"OBO Relations Ontology","OBO Relations Ontology","The OBO Relations Ontology (RO) is a collection of OWL relations (ObjectProperties) intended for use across a wide variety of biological ontologies.",7752
7794,"intercellular endoparasite of","intercellular endoparasite of","> A sub-relation of endoparasite-of in which the parasite inhabits the spaces between host cells.",7791
7795,"intracellular endoparasite of","intracellular endoparasite of","> A sub-relation of endoparasite-of in which the parasite inhabits host cells.",7791
7796,"kleptoparasitized by","kleptoparasitized by","> Inverse of [kleptoparasite of](https://app.pollinatorhub.eu/vocabulary/classes/7788).",7780
7797,"has parasitoid","has parasitoid","> Inverse of [parasitoid of](https://app.pollinatorhub.eu/vocabulary/classes/7784).",7780
7798,"has mesoparasite","has mesoparasite","> Inverse of [mesoparasite of](https://app.pollinatorhub.eu/vocabulary/classes/7786).",7780
7799,"has endoparasite","has endoparasite","> Has endoparasite.",7780
7800,"has eggs laid in by","has eggs laid in by","> Has eggs laid in by.",7766;7780
7801,"has ectoparasite","has ectoparasite","> Inverse of [ectoparasite of](https://app.pollinatorhub.eu/vocabulary/classes/7792).",7780
7802,"lays eggs on","lays eggs on","> An interaction relationship in which organism a lays eggs on the outside surface of organism b. Organism b is neither helped nor harmed in the process of egg laying or incubation.",7765
7803,"visits flowers of","visits flowers of","> visits flowers of.",7765
7804,"has eggs laid on by","has eggs laid on by","> Inverse of [lays eggs on](https://app.pollinatorhub.eu/vocabulary/classes/7802).",7766
7805,"has flowers visited by","has flowers visited by","> Has flowers visited by.",7766
7806,"preyed upon by","preyed upon by","> Inverse of [preys on](https://app.pollinatorhub.eu/vocabulary/classes/7807).",7767
7807,"preys on","preys on","> An interaction relationship involving a predation process, where the subject kills the target in order to eat it or to feed to siblings, offspring or group members.",7767
7808,"has intracellular endoparasite","has intracellular endoparasite","> Inverse of [intracellular endoparasite of](https://app.pollinatorhub.eu/vocabulary/classes/7795).",7799
7809,"has intercellular endoparasite","has intercellular endoparasite","> Inverse of [intercellular endoparasite of](https://app.pollinatorhub.eu/vocabulary/classes/7794).",7799
7810,"reservoir host of","reservoir host of","> A relation between a host organism and a hosted organism in which the hosted organism naturally occurs in an indefinitely maintained reservoir provided by the host.
> A reservoir is a population, species or community (assemblage of different species in a given geographic area) in which a microorganism naturally occurs and is indefinitely maintained. Some zoonotic pathogens, particularly bacterial pathogens, may also have environmental reservoirs. Microorganisms with multiple reservoir species may be indefinitely maintained across the community of species even if they are not always present in each individual reservoir species. In the reservoir species or community, the microorganism may cause either asymptomatic infection or disease and this may vary among individuals. A pathogen may also be more genetically diverse in its reservoir host than in other taxa, in part because the pathogen is endemic to reservoir hosts.",7774
7811,"hyperparasitized by","hyperparasitized by","> Inverse of [hyperparasite of](https://app.pollinatorhub.eu/vocabulary/classes/7814).",7774
7812,"has pathogen","has pathogen","> A host interaction where the smaller of the two members of a symbiosis causes a disease in the larger member.",7774
7813,"pathogen of","pathogen of","> Inverse of [has pathogen](https://app.pollinatorhub.eu/vocabulary/classes/7812).",7775
7814,"hyperparasite of","hyperparasite of","> x is a hyperparasite of y iff x is a parasite of a parasite of the target organism y. Note that [parasite of](https://app.pollinatorhub.eu/vocabulary/classes/7781) is a direct relationship, so [hyperparasite of](https://app.pollinatorhub.eu/vocabulary/classes/7814) is not considered a sub-relation, even though hyperparasitism can be considered a form of parasitism.",7775
7815,"has reservoir host","has reservoir host","> Inverse of [reservoir host of](https://app.pollinatorhub.eu/vocabulary/classes/7810).",7775
7816,"temperature measurement"," temperature measurement","A [temperature](https://app.pollinatorhub.eu/vocabulary/classes/433) measurement, expressed in the unit [degree Celcius](https://app.pollinatorhub.eu/vocabulary/classes/566).",433
7817,"cloud cover","cloud cover","> (Also called cloudiness, cloudage.) That portion of the sky cover that is attributed to clouds, usually measured in tenths or eighths of sky covered. ",7354
7818,"Beaufort force","Beaufort force","> (Or Beaufort number.) A number denoting the speed (or ""strength"") of the [wind](https://app.pollinatorhub.eu/vocabulary/classes/7357) according to the [Beaufort wind scale](https://app.pollinatorhub.eu/vocabulary/classes/7819). ",7358
7819,"Beaufort wind scale","Beaufort wind scale","A system of estimating and reporting wind speeds using a numerical [scale](https://glossary.ametsoc.org/wiki/Scale) ranging from 0 ([calm](https://glossary.ametsoc.org/wiki/Calm)) to 12 ([hurricane](https://glossary.ametsoc.org/wiki/Hurricane)). ",7818
7820,"start local time of day","start time","[Local time of day](https://app.pollinatorhub.eu/vocabulary/classes/7417) at which an [dwc:Event](https://app.pollinatorhub.eu/vocabulary/classes/7474) starts.",7351
7821,"end local time of day","end time","[Local time of day](https://app.pollinatorhub.eu/vocabulary/classes/7417) at which an [dwc:Event](https://app.pollinatorhub.eu/vocabulary/classes/7474) ends.",7820
7822,"United Nations Statistics Division (UNSD)",UNSD,"> The United Nations Statistics Division (UNSD), formerly the United Nations Statistical Office, serves under the United Nations Department of Economic and Social Affairs (DESA) as the central mechanism within the Secretariat of the United Nations to supply the statistical needs and coordinating activities of the global statistical system.",7823
7823,"United Nations (UN)",UN,"The United Nations (UN) is an intergovernmental organization that aims to maintain international peace and security, develop friendly relations among nations and countries, achieve international cooperation, and serve as a centre for coordinating the actions of member states.",7722
7824,"European Union (EU)",EU,"The European Union (EU) is a supranational political and economic union of 27 member states that are located primarily in Europe.",7477;7722
7825,"eco subset","eco subset","The [eco subset](http://purl.obolibrary.org/obo/ro/subsets#ro-eco) of the [OBO Relations Ontology](https://app.pollinatorhub.eu/vocabulary/classes/7793).",7793
7826,"flower strip","flower strip","> A vegetated area which includes a community of flowering plants that provide food for local pollinators. Flower strips are often the last refuge organsims whose habitats have been replaced by croplands, urban areas, and othe anthropogenic environments. This has considerable consequences for pollination and other ecosystem services.",2981
7827,Dipsacales,Dipsacales,"The taxonomic [order](https://app.pollinatorhub.eu/vocabulary/classes/7452) Dipsacales",3310
7828,Viburnaceae,Viburnaceae,"The taxonomic family Viburnaceae",7827
7829,Sambucus,Elder,"The taxonomic genus *Sambucus* L.",7828
7830,"Is Part Of","is part of","> A related resource in which the described resource is physically or logically included.",7503
7831,"Has Part","has part","A related resource that is included either physically or logically in the described resource.",7503
7832,"Alternative Title","alternative title","> An alternative name for the resource.",7503
7833,"is indistinguishable from","is indistinguishable from","> x is indistinguishable from y if there exists some distance metric M, and there exists no z such as M(x,z) <= M(x,y) or M(y,z) <= M(y,x).",7752
7834,"European Environment Agency (EEA)",EEA,"The [European Environment Agency (EEA)](https://www.eea.europa.eu) is an agency of the [European Union](https://app.pollinatorhub.eu/vocabulary/classes/7824). Its task is to provide sound, reliable and independent information on the environment and climate. The regulation establishing the EEA was adopted by the EU in 1990, and the Agency started operations in Copenhagen in 1994. To support policymaking in Europe, EEA work closely with national and European institutions, in particular the [European Commission](https://commission.europa.eu), the [European Parliament](https://www.europarl.europa.eu) and the [Council of the European Union](https://www.consilium.europa.eu).",7824
7835,"sample statistic","sample statistic","> A quantity, which value summarizes, represents, and/or characterizes a particular aspect of a sample. It is used to estimate a corresponding parameter of the population from which the sample was drawn.",7372
7836,"data item","data item","> A data item is an information content entity that is intended to be a truthful statement about something (modulo, e.g., measurement precision or other systematic errors) and is constructed/acquired by a method which reliably tends to produce (approximately) truthful statements.",7519
7837,statistic,statistic,"> A statistic is a measurement datum to describe a dataset or a variable. It is generated by a calculation on set of observed data.",7372;7836
7838,"measure of central tendency","measure of central tendency","> A measure of central tendency is a data item which attempts to describe a set of data by identifying the value of its centre.",7837
7839,"average value","arithmetic mean","> The arithmetic mean is defined as the sum of the numerical values of each and every observation divided by the total number of observations. S The arithmetic mean A is defined by the formula A=sum[Ai] / n where i ranges from 1 to n and Ai represents the value of individual observations. The arithmetic mean is significantly affected by extreme values and outliers. A better measure of central tendency is the [median](https://app.pollinatorhub.eu/vocabulary/classes/7844).",7838
7840,quantile,quantile,"> A quantile is a data item which corresponds to specific elements x in the range of a variate X. the k-th n-tile P_k is that value of x, say x_k, which corresponds to a cumulative frequency of Nk/n (Kenney and Keeping 1962). If n=4, the quantity is called a quartile, and if n=100, it is called a percentile.",7837
7841,decile,decile,"> A decile is a quantile where n=10 and which splits data into sections accrued of 10% of data, so the first decile delineates 10% of the data, the second decile delineates 20% of the data and the nineth decile, 90 % of the data.",7840
7842,percentile,percentile,"A percentile is a quantile which splits data into sections accrued of 1% of data, so the first percentile delineates 1% of the data, the second quartile delineates 2% of the data and the 99th percentile, 99 % of the data.",7840
7843,quartile,quartile,"A quartile is a quantile which splits data into sections accrued of 25% of data, so the first quartile delineates 25% of the data, the second quartile delineates 50% of the data and the third quartile, 75 % of the data.",7840
7844,"center value",median,"The median is that value of the variate which divides the total frequency into two halves. The median is measure of central tendency of data. It is obtained by arranging the observations in order from smallest to largest value. If there is an odd number of observations, the median is the middle value. If there is an even number of observations, the median is the average of the two middle values.",7838;7843
7845,"measure of dispersion","measure of dispersion","> Measure of variation or statistical dispersion is a data item which describes how much a theoritical distribution or dataset is spread.",7837
7846,variance,variance,"> Variance is a data item about a random variable or probability distribution. it is equivalent to the square of the standard deviation. It is one of several descriptors of a probability distribution, describing how far the numbers lie from the mean (expected value).The variance is the second moment of a distribution.",7845
7847,"population variance","population variance","> The population variance is a variance of the true population from which a sample is derived. the population variance describes the variability of a characteristic in the population.",7846
7848,"variance for sample","sample variance","> The sample variance is a variance computed over the actual observations made, which correspond to a sample drawn from a population in an experiment. the sample variance can be used to estimate the true variance of the underlying population/distribution.",7846
7849,"standard error of estimate","standard error of estimate","> The standard error is a measure of dispersion applied to estimates across hypothetical repeated random samples. It is a measure of how precise an estimate of a statistical parameter is. The standard error is the estimated standard deviation of an estimate. It measures the uncertainty associated with the estimate. Compared with the standard deviations of the underlying distribution, which are usually unknown, standard errors can be calculated from observed data.",7845
7850,"standard error of the mean","standard error of the mean","> The standard error of the mean (SEM) is data item denoting the standard deviation of the sample-mean's estimate of a population mean. It is calculated by dividing the sample standard deviation (i.e., the sample-based estimate of the standard deviation of the population) by the square root of n , the size (number of observations) of the sample. A measure of dispersion applied to means across hypothetical repeated random samples.",7849
7851,"standard deviation","standard deviation","> The standard deviation of a random variable, statistical population, data set, or probability distribution is a measure of variation which correspond to the average distance from the mean of the data set to any given point of that dataset. It also corresponds to the square root of its variance.",7845
7852,"inter quartile range","inter quartile range","> The interquartile range is a data item which corresponds to the difference between the upper quartile (3rd quartile) and lower quartile (1st quartile). The interquartile range contains the second quartile or median. The interquartile range is a data item providing a measure of data dispersion.",7845
7853,"confidence interval","confidence interval","> A confidence interval is a data item which defines an range of values in which a measurement or trial falls corresponding to a given probability.",7845
7854,"coefficient of variation","coefficient of variation","The coefficient of variation is a normalized measure of dispersion of a probability distribution of frequency distribution.",7845
7855,range,range,"> The range is a measure of variation which describes the difference between the lowest score and the highest score in a set of numbers (a data set).",7845
7856,"number of false negative","number of false negative","> The number of false negative is a count which denotes how many elements known to be having a feature are wrongly classified as being devoided of it (e.g. being given an all clear while being actually infected and carrier of a pathogen).",548
7857,"number of false positive","number of false positive","> The number of false positive is a count which denotes how many elements known to be void of feature are wrongly classified as having it (e.g. being diagnosed with a disease when one is totally healthy).",548
7858,"number of PCR cycle","number of PCR cycle","Number of PCR cycle is a count which enumerates how many iterations of 'annealing, renaturation, amplification,' rounds (or cycles) are performed during a polymerase chain reaction (PCR) or an assay relying on PCR.",421;7837
7859,kurtosis,kurtosis,"> Kurtosis is a data item which denotes the degree of peakedness of a distribution. It is defined as a normalized form of the fourth central moment of a distribution.",7837
7860,"maximum observed value",maximum,"> Maximum value is a data item which denotes the largest value found in a dataset or resulting from a calculation.",7837
7861,"minimum observed value",minimum,"> A minimum value is a data item which denotes the smallest value found in a dataset or resulting from a calculation.",7837
7862,ratio,ratio,"> A ratio is a data item which is formed with two numbers r and s is written r/s, where r is the numerator and s is the denominator. The ratio of r to s is equivalent to the quotient r/s.",7837
7863,heritability,heritability,"> In a planned experiment where to covariance (genotype x environment) can be controlled and held at 0, the heritability is defined as the ratio of the variance of the genotypic variables to the variance of the phenotypic variables. H2 = Var(G)/Var(P) H2 is the broad-sense heritability. This reflects all the genetic contributions to a population's phenotypic variance including additive, dominant, and epistatic (multi-genic interactions), as well as maternal and paternal effects, where individuals are directly affected by their parents' phenotype, for example, milk production in mammals.",2973;7862
7864,skewness,skewness,"> Skewness is a data item indicating of the degree of asymmetry of a distribution.",7837
7865,sum,sum,"> A statistic that represents the result of adding all the values in a collection of values.",7837
7866,breeding,breeding,"> The production of animals or plants by selective pairing.",434
7867,Ligustica,Ligustica,"The Ligustica [breed](https://app.pollinatorhub.eu/vocabulary/classes/7868) originating from animals of the subspecies *[Apis mellifera ligustica](https://app.pollinatorhub.eu/vocabulary/classes/3319)*.",7868
7868,"honey bee breed","honey bee breed","[Breeds](https://app.pollinatorhub.eu/vocabulary/classes/2970) of *[Apis mellifera](https://app.pollinatorhub.eu/vocabulary/classes/19)*.",2970
7869,Iberiensis,Iberiensis,"The Iberiensis [breed](https://app.pollinatorhub.eu/vocabulary/classes/7868) originating from animals of the subspecies *[Apis mellifera iberiensis](https://app.pollinatorhub.eu/vocabulary/classes/7439)*.",7868
7870,"Apis mellifera macedonica","Apis mellifera macedonica","The [subspecies](https://app.pollinatorhub.eu/vocabulary/classes/7424) *[Apis mellifera](https://app.pollinatorhub.eu/vocabulary/classes/19) macedonica* Ruttner, occurring as far as north as southern [Romania](https://app.pollinatorhub.eu/vocabulary/classes/342), east to [Serbia](https://app.pollinatorhub.eu/vocabulary/classes/357), where it borders *[A. mellifera carnica](https://app.pollinatorhub.eu/vocabulary/classes/2967)*, and south to northern [Greece](https://app.pollinatorhub.eu/vocabulary/classes/240), where it borders *[A. mellifera cecropia](https://app.pollinatorhub.eu/vocabulary/classes/7873)*.",7379
7871,Macedonica,Macedonica,"The Macedonica [breed](https://app.pollinatorhub.eu/vocabulary/classes/7868) originating from animals of the subspecies *[Apis mellifera macedonica](https://app.pollinatorhub.eu/vocabulary/classes/7870)*.",7868
7872,Carpatica,Carpatica,"The Carpatica [breed](https://app.pollinatorhub.eu/vocabulary/classes/7868) originating from animals of the subspecies [*Apis mellifera carnica*](https://app.pollinatorhub.eu/vocabulary/classes/2967) and/or [*Apis mellifera macedonica*](https://app.pollinatorhub.eu/vocabulary/classes/7870).",7868
7873,"Apis mellifera cecropia","Apis mellifera cecropia","The [subspecies](https://app.pollinatorhub.eu/vocabulary/classes/7424) *[Apis mellifera](https://app.pollinatorhub.eu/vocabulary/classes/19) cecropia* Kiesenwetter, occurring throughout most [Greece](https://app.pollinatorhub.eu/vocabulary/classes/240) and surrounding Aegean islands, bordering *[A. mellifera macedonica](https://app.pollinatorhub.eu/vocabulary/classes/7870)* in the northeast regions of [Greece](https://app.pollinatorhub.eu/vocabulary/classes/240) and *[A. mellifera carnica](https://app.pollinatorhub.eu/vocabulary/classes/2967)* in the northwest corner of [Greece](https://app.pollinatorhub.eu/vocabulary/classes/240).",7379
7874,Cecropia,Cecropia,"The Cecropia [breed](https://app.pollinatorhub.eu/vocabulary/classes/7868) originating from animals of the subspecies *[Apis mellifera cecropia](https://app.pollinatorhub.eu/vocabulary/classes/7873)*.",7868
7875,"Apis mellifera adami","Apis mellifera adami","The [subspecies](https://app.pollinatorhub.eu/vocabulary/classes/7424) *[Apis mellifera](https://app.pollinatorhub.eu/vocabulary/classes/19) adami* Ruttner occurring on the island of Crete in the Mediterranean Sea.",7379
7876,Adami,Adami,"The Adami [breed](https://app.pollinatorhub.eu/vocabulary/classes/7868) originating from animals of the subspecies *[Apis mellifera adami](https://app.pollinatorhub.eu/vocabulary/classes/7875)*.",7868
7877,"Apis mellifera caucasia","Apis mellifera caucasia","The [subspecies](https://app.pollinatorhub.eu/vocabulary/classes/7424) *[Apis mellifera](https://app.pollinatorhub.eu/vocabulary/classes/19) caucasia* Pollmann, occurring in the Caucasus Mountains.",7379
7878,Caucasica,Caucasica,"The Caucasica [breed](https://app.pollinatorhub.eu/vocabulary/classes/7868) originating from animals of the subspecies *[Apis mellifera caucasia](https://app.pollinatorhub.eu/vocabulary/classes/7877)*.",7868
7879,"Apis mellifera siciliana","Apis mellifera siciliana","The [subspecies](https://app.pollinatorhub.eu/vocabulary/classes/7424) *[Apis mellifera](https://app.pollinatorhub.eu/vocabulary/classes/19) siciliana* Grassi, occurring on the island of Sicily in the Mediterranean Sea.",7379
7880,Siciliana,Siciliana,"The Siciliana [breed](https://app.pollinatorhub.eu/vocabulary/classes/7868) originating from animals of the subspecies *[Apis mellifera siciliana](https://app.pollinatorhub.eu/vocabulary/classes/7879)*.",7868
7881,"Apis mellifera ruttneri","Apis mellifera ruttneri","The [subspecies](https://app.pollinatorhub.eu/vocabulary/classes/7424) *[Apis mellifera](https://app.pollinatorhub.eu/vocabulary/classes/19) ruttneri* Sheppard, Arias, Grech, and Meixner, occurring on the island of [Malta](https://app.pollinatorhub.eu/vocabulary/classes/293) in the mediterranean Sea. ",7379
7882,Ruttneri,Ruttneri,"The Ruttneri [breed](https://app.pollinatorhub.eu/vocabulary/classes/7868) originating from animals of the subspecies *[Apis mellifera ruttneri](https://app.pollinatorhub.eu/vocabulary/classes/7881)*.",7868
7883,"Regulation (EU) 2018/1091","Regulation (EU) 2018/1091","Definitions and terms defined by [Regulation (EU) 2018/1091](http://data.europa.eu/eli/reg/2018/1091/2021-12-22) of the [European Parliament](https://www.europarl.europa.eu) and of the [Council](https://www.consilium.europa.eu/) of 18 July 2018 on integrated farm statistics and repealing [Regulations (EC) No 1166/2008](http://data.europa.eu/eli/reg/2008/1166/oj) and [(EU) No 1337/2011](http://data.europa.eu/eli/reg/2011/1337/oj) (Text with EEA relevance). ",434;7505;7824
7884,"Regulation (EU) 2017/269","Regulation (EU) 2017/269","Commission [Regulation (EU) 2017/269](http://data.europa.eu/eli/reg/2017/269/oj) of 16 February 2017 amending [Regulation (EC) No 1185/2009](http://data.europa.eu/eli/reg/2009/1185/oj) of the [European Parliament](https://www.europarl.europa.eu/) and of the [Council](https://www.consilium.europa.eu) concerning statistics on pesticides, as regards the list of active substances (Text with EEA relevance). **Regulation is no longer in force. Date of end of validity: 2024-12-31. Implicitly repealed by [32022R2379](http://data.europa.eu/eli/reg/2022/2379/oj)**",7505
7885,"Regulation (EC) 1185/2009","Regulation (EC) 1185/2009","[Regulation (EC) No 1185/2009](https://eur-lex.europa.eu/eli/reg/2009/1185/2021-12-08) of the [European Parliament](https://www.europarl.europa.eu) and of the [Council](https://www.consilium.europa.eu) of 25 November 2009 concerning statistics on pesticides (Text with EEA relevance). **Regulation is no longer in force. Date of end of validity: 2024-12-31. Implicitly repealed by [32022R2379](https://app.pollinatorhub.eu/vocabulary/classes/398)** ",2974;7505;7824
7886,"EFSA Data Collection Framework (DCF)","EFSA Data Collection Framework","EFSA Data Collection Framework (DCF) application provided by EFSA, is a harmonized terminology for scientific research constituted of an interactive web-based application that aims at facilitating data exchange, data extraction, and data reusability. A harmonized terminology is used to collect and analyse data in a coherent way with the aim to support scientific research.",7824
7887,"Apis mellifera adansonii","Apis mellifera adansonii","The [subspecies](https://app.pollinatorhub.eu/vocabulary/classes/7424) *[Apis mellifera](https://app.pollinatorhub.eu/vocabulary/classes/19) adansonii* Latreille occurring in western Africa, from [Niger](https://app.pollinatorhub.eu/vocabulary/classes/318) in the North, east to [Senegal](https://app.pollinatorhub.eu/vocabulary/classes/356), and as far south as [Congo](https://app.pollinatorhub.eu/vocabulary/classes/154).",7379
7888,"Apis mellifera anatoliaca","Apis mellifera anatoliaca","The [subspecies](https://app.pollinatorhub.eu/vocabulary/classes/7424) *[Apis mellifera](https://app.pollinatorhub.eu/vocabulary/classes/19) anatoliaca* Maa, occurring throughout [Türkiye](https://app.pollinatorhub.eu/vocabulary/classes/389), bordering with *[A. mellifera macedonica](https://app.pollinatorhub.eu/vocabulary/classes/7870)* in the European portion of [Türkiye](https://app.pollinatorhub.eu/vocabulary/classes/389), with *[A. mellifera caucasia](https://app.pollinatorhub.eu/vocabulary/classes/7877)* in the east, with *[A. mellifera remipes](https://app.pollinatorhub.eu/vocabulary/classes/7898)* in the area of [Azerbaijan](https://app.pollinatorhub.eu/vocabulary/classes/168), [Armenia](https://app.pollinatorhub.eu/vocabulary/classes/163), and [Georgia](https://app.pollinatorhub.eu/vocabulary/classes/234) and with *[A. mellifera meda](https://app.pollinatorhub.eu/vocabulary/classes/7896)* in the southeastern-most regions of [Türkiye](https://app.pollinatorhub.eu/vocabulary/classes/389).",7379
7889,"Apis mellifera artemisia","Apis mellifera artemisia","The [subspecies](https://app.pollinatorhub.eu/vocabulary/classes/7424) *[Apis mellifera](https://app.pollinatorhub.eu/vocabulary/classes/19) artemisia* Engel, occurring in the Cetral Russian Steppes.",7379
7890,"Apis mellifera capensis","Apis mellifera capensis","The [subspecies](https://app.pollinatorhub.eu/vocabulary/classes/7424) *[Apis mellifera](https://app.pollinatorhub.eu/vocabulary/classes/19) capensis* Eschscholtz, occurring in the Cape region of [South Africa](https://app.pollinatorhub.eu/vocabulary/classes/368).",7379
7891,"Apis mellifera cypria","Apis mellifera cypria","The [subspecies](https://app.pollinatorhub.eu/vocabulary/classes/7424) *[Apis mellifera](https://app.pollinatorhub.eu/vocabulary/classes/19) cypria* Pollmann, occurring on the island of Cyprus.",7379
7892,"Apis mellifera intermissa","Apis mellifera intermissa","The [subspecies](https://app.pollinatorhub.eu/vocabulary/classes/7424) *[Apis mellifera](https://app.pollinatorhub.eu/vocabulary/classes/19) intermissa* Maa, occurring along the northern coast of Africa as far west as [Marocco](https://app.pollinatorhub.eu/vocabulary/classes/306), into [Tunisia](https://app.pollinatorhub.eu/vocabulary/classes/388) in the east, bordered by the Atlas range in the south.",7379
7893,"Apis mellifera jemenitica","Apis mellifera jemenitica","The [subspecies](https://app.pollinatorhub.eu/vocabulary/classes/7424) *[Apis mellifera](https://app.pollinatorhub.eu/vocabulary/classes/19) jemenitica* Ruttner, occurring in hot arid zones of eastern Africa and the Arabian Peninsula, including [Chad](https://app.pollinatorhub.eu/vocabulary/classes/143), [Oman](https://app.pollinatorhub.eu/vocabulary/classes/325), [Saudi Arabia](https://app.pollinatorhub.eu/vocabulary/classes/355), [Somalia](https://app.pollinatorhub.eu/vocabulary/classes/367), [Sudan](https://app.pollinatorhub.eu/vocabulary/classes/373), and [Yemen](https://app.pollinatorhub.eu/vocabulary/classes/415).",7379
7894,"Apis mellifera lamarckii","Apis mellifera lamarckii","The [subspecies](https://app.pollinatorhub.eu/vocabulary/classes/7424) *[Apis mellifera](https://app.pollinatorhub.eu/vocabulary/classes/19) lamarckii* Cockerell, occurring in a narrow range along the Egyptian Nile Valey.",7379
7895,"Apis mellifera litorea","Apis mellifera litorea","The [subspecies](https://app.pollinatorhub.eu/vocabulary/classes/7424) *[Apis mellifera](https://app.pollinatorhub.eu/vocabulary/classes/19) litorea* Smith, occurring along the eastern coast of tropical Africa, from [Kenya](https://app.pollinatorhub.eu/vocabulary/classes/272), perheps even the southern-most portions of [Somalia](https://app.pollinatorhub.eu/vocabulary/classes/367), south to [Mozambique](https://app.pollinatorhub.eu/vocabulary/classes/307).",7379
7896,"Apis mellifera meda","Apis mellifera meda","The [subspecies](https://app.pollinatorhub.eu/vocabulary/classes/7424) *[Apis mellifera](https://app.pollinatorhub.eu/vocabulary/classes/19) meda* Skorikov, occurring in [Iran](https://app.pollinatorhub.eu/vocabulary/classes/259), [Iraq](https://app.pollinatorhub.eu/vocabulary/classes/260), into southeastern [Türkiye](https://app.pollinatorhub.eu/vocabulary/classes/389) and northern [Syria](https://app.pollinatorhub.eu/vocabulary/classes/378).",7379
7897,"Apis mellifera monticola","Apis mellifera monticola","The [subspecies](https://app.pollinatorhub.eu/vocabulary/classes/7424) *[Apis mellifera](https://app.pollinatorhub.eu/vocabulary/classes/19) monticola* Smith, occurring within the mountains of eastern Africa (*e.g.* in [Kenya](https://app.pollinatorhub.eu/vocabulary/classes/272), [Tanzania](https://app.pollinatorhub.eu/vocabulary/classes/380)).",7379
7898,"Apis mellifera remipes","Apis mellifera remipes","The [subspecies](https://app.pollinatorhub.eu/vocabulary/classes/7424) *[Apis mellifera](https://app.pollinatorhub.eu/vocabulary/classes/19) remipes* Gerstäcker, occurring in [Armenia](https://app.pollinatorhub.eu/vocabulary/classes/163).",7379
7899,"Apis mellifera sahariensis","Apis mellifera sahariensis","The [subspecies](https://app.pollinatorhub.eu/vocabulary/classes/7424) *[Apis mellifera](https://app.pollinatorhub.eu/vocabulary/classes/19) sahariensis* Baldensperger, occurring in northwestern Africa, along the southern side of the Atlas range.",7379
7900,"Apis mellifera scutellata","Apis mellifera scutellata","The [subspecies](https://app.pollinatorhub.eu/vocabulary/classes/7424) *[Apis mellifera](https://app.pollinatorhub.eu/vocabulary/classes/19) scutellata* Lepeltier de Saint Fargeau, occurring from [South Africa](https://app.pollinatorhub.eu/vocabulary/classes/368) northward along the eastern half of the continent toabout [Somalia](https://app.pollinatorhub.eu/vocabulary/classes/367). ",7379
7901,"Apis mellifera sossimai","Apis mellifera sossimai","The [subspecies](https://app.pollinatorhub.eu/vocabulary/classes/7424) *[Apis mellifera](https://app.pollinatorhub.eu/vocabulary/classes/19) sossimai* Engel, occurring along the eastern borders of *[A. mellifera carnica](https://app.pollinatorhub.eu/vocabulary/classes/2967)*'s range, mostly in [Ukraine](https://app.pollinatorhub.eu/vocabulary/classes/394) and easterly over to the northern regions of the Caucasus Mountains where it borders *[A. mellifera caucasia](https://app.pollinatorhub.eu/vocabulary/classes/7877)*. South in the Crimea it is replaced by *[A. mellifera taurica](https://app.pollinatorhub.eu/vocabulary/classes/7903)*.",7379
